"transactionId","sku","name","units","value","subcategory","category"
"ACT12_M_60508","phoxim","phoxim",2.36,2020.91,"SodiumChloride","calcium"
"ACT12_M_60509","pirimiphos-methyl","pirimiphos-methyl",6.8,1641.92,"Methane","carbon"
"ACT12_M_60510","prothidathion","prothidathion",1.82,2111.86,"Aspirin","carbon"
"ACT12_M_60511","prothoate","prothoate",2.27,516.19,"PotassiumTartrate","carbon"
"ACT12_M_60512","pyrimitate","pyrimitate",7.25,2108.56,"Bakingsoda","soda"
"ACT12_M_60513","quinalphos","quinalphos",7.64,1396.24,"Acetaminophen","soda"
"ACT12_M_60514","quintiofos","quintiofos",8.67,1787.99,"AceticAcid","acid"
"ACT12_M_60515","sophamide","sophamide",2.9,1349.32,"Ehtanol","H2"
"ACT12_M_60516","sulfotep","sulfotep",3.67,1197.19,"CarbonDioxide","carbon"
"ACT12_M_60517","thiometon","thiometon",8.54,1197.27,"CalciumCarbonate","calcium"
"ACT12_M_60518","triazophos","triazophos",2.51,944.25,"SodiumChloride","calcium"
"ACT12_M_60519","trifenofos","trifenofos",7.12,157.57,"Methane","carbon"
"ACT12_M_60520","vamidothion","vamidothion",4.3,2114.81,"Aspirin","carbon"
"ACT12_M_60521","phosphonate acaricides","phosphonate acaricides",5.24,1179.54,"PotassiumTartrate","carbon"
"ACT12_M_60522","trichlorfon","trichlorfon",3.07,664.23,"Bakingsoda","soda"
"ACT12_M_60527","phosphoramidothioate acaricides","phosphoramidothioate acaricides",3.7,788.13,"Acetaminophen","soda"
"ACT12_M_60550","isocarbophos","isocarbophos",7.75,893.11,"AceticAcid","acid"
"ACT12_M_60557","methamidophos","methamidophos",9.97,914.78,"Ehtanol","H2"
"ACT12_M_60559","propetamphos","propetamphos",5.57,602.53,"CarbonDioxide","carbon"
"ACT12_M_60562","phosphorodiamide acaricides","phosphorodiamide acaricides",4.32,1483.56,"CalciumCarbonate","calcium"
"ACT12_M_60563","dimefox","dimefox",9.65,2020.79,"SodiumChloride","calcium"
"ACT12_M_60564","mipafox","mipafox",8.51,758,"Methane","carbon"
"ACT12_M_60565","schradan","schradan",4.45,985.79,"Aspirin","carbon"
"ACT12_M_60575","organotin acaricides","organotin acaricides",8.76,1176.64,"PotassiumTartrate","carbon"
"ACT12_M_60577","azocyclotin","azocyclotin",1.09,58.37,"Bakingsoda","soda"
"ACT12_M_60579","cyhexatin","cyhexatin",7.88,955.61,"Acetaminophen","soda"
"ACT12_M_60580","fenbutatin oxide","fenbutatin oxide",8.96,1267.14,"AceticAcid","acid"
"ACT12_M_60592","phostin","phostin",4.2,936.04,"Ehtanol","H2"
"ACT12_M_60593","phenylsulfamide acaricides","phenylsulfamide acaricides",9.75,1017.69,"CarbonDioxide","carbon"
"ACT12_M_60607","dichlofluanid","dichlofluanid",8.57,1439.2,"CalciumCarbonate","calcium"
"ACT12_M_60618","phthalimide acaricides","phthalimide acaricides",2.79,1876.46,"SodiumChloride","calcium"
"ACT12_M_60639","dialifos","dialifos",6.09,1086.43,"Methane","carbon"
"ACT12_M_60640","phosmet","phosmet",9.45,999.88,"Aspirin","carbon"
"ACT12_M_60641","pyrazole acaricides","pyrazole acaricides",9.12,715.83,"PotassiumTartrate","carbon"
"ACT12_M_60642","cyenopyrafen","cyenopyrafen",8.26,502.13,"Bakingsoda","soda"
"ACT12_M_60658","cyetpyrafen","cyetpyrafen",7.71,110.65,"Acetaminophen","soda"
"ACT12_M_60664","fenpyroximate","fenpyroximate",3.09,1435.85,"AceticAcid","acid"
"ACT12_M_60667","phenylpyrazole acaricides","phenylpyrazole acaricides",5.71,1725.52,"Ehtanol","H2"
"ACT12_M_60681","acetoprole","acetoprole",3.2,1058.25,"CarbonDioxide","carbon"
"ACT12_M_60714","fipronil","fipronil",8.21,1652.41,"CalciumCarbonate","calcium"
"ACT12_M_60715","vaniliprole","vaniliprole",2.93,1653.84,"SodiumChloride","calcium"
"ACT12_M_60759","pyrazolecarboxamide acaricides","pyrazolecarboxamide acaricides",7.52,1534.46,"Methane","carbon"
"ACT12_M_60761","pyflubumide","pyflubumide",7.31,1307.81,"Aspirin","carbon"
"ACT12_M_60762","tebufenpyrad","tebufenpyrad",9.06,22.47,"PotassiumTartrate","carbon"
"ACT12_M_60768","pyrethroid acaricides","pyrethroid acaricides",5.53,1687.57,"Bakingsoda","soda"
"ACT12_M_60769","pyrethroid ester acaricides","pyrethroid ester acaricides",2.93,1062.12,"Acetaminophen","soda"
"ACT12_M_60786","acrinathrin","acrinathrin",4.86,603.03,"AceticAcid","acid"
"ACT12_M_60791","bifenthrin","bifenthrin",8.57,1218.83,"Ehtanol","H2"
"ACT12_M_60794","brofluthrinate","brofluthrinate",6.4,326.68,"CarbonDioxide","carbon"
"ACT12_M_60796","cyhalothrin","cyhalothrin",4.42,402.22,"CalciumCarbonate","calcium"
"ACT12_M_60797","cypermethrin","cypermethrin",5.88,678.15,"SodiumChloride","calcium"
"ACT12_M_60798","alpha-cypermethrin","alpha-cypermethrin",5.83,2037.72,"Methane","carbon"
"ACT12_M_60801","fenpropathrin","fenpropathrin",2.75,2009.98,"Aspirin","carbon"
"ACT12_M_60808","fenvalerate","fenvalerate",3.4,62.7,"PotassiumTartrate","carbon"
"ACT12_M_60810","flucythrinate","flucythrinate",9.74,1535.38,"Bakingsoda","soda"
"ACT12_M_60814","flumethrin","flumethrin",3.49,477.72,"Acetaminophen","soda"
"ACT12_M_60816","fluvalinate","fluvalinate",9.24,832.9,"AceticAcid","acid"
"ACT12_M_60819","tau-fluvalinate","tau-fluvalinate",4.8,1945.39,"Ehtanol","H2"
"ACT12_M_60820","permethrin","permethrin",7.5,261.07,"CarbonDioxide","carbon"
"ACT12_M_60843","pyrethroid ether acaricides","pyrethroid ether acaricides",9.07,463.97,"CalciumCarbonate","calcium"
"ACT12_M_60846","halfenprox","halfenprox",7.26,2114.41,"SodiumChloride","calcium"
"ACT12_M_60847","pyrimidinamine acaricides","pyrimidinamine acaricides",7.77,69.28,"Methane","carbon"
"ACT12_M_60873","pyrimidifen","pyrimidifen",2.34,2124.33,"Aspirin","carbon"
"ACT12_M_60876","pyrrole acaricides","pyrrole acaricides",7.65,714.84,"PotassiumTartrate","carbon"
"ACT12_M_60907","chlorfenapyr","chlorfenapyr",8.82,1618.71,"Bakingsoda","soda"
"ACT12_M_60912","quaternary ammonium acaricides","quaternary ammonium acaricides",7.44,1131.3,"Acetaminophen","soda"
"ACT12_M_60913","sanguinarine","sanguinarine",4.97,1473.08,"AceticAcid","acid"
"ACT12_M_60926","quinoxaline acaricides","quinoxaline acaricides",8.21,1356.45,"Ehtanol","H2"
"ACT12_M_60942","chinomethionat","chinomethionat",8.45,943.7,"CarbonDioxide","carbon"
"ACT12_M_60947","thioquinox","thioquinox",5.73,1061.71,"CalciumCarbonate","calcium"
"ACT12_M_60959","strobilurin acaricides","strobilurin acaricides",7.65,196.9,"SodiumChloride","calcium"
"ACT12_M_60960","methoxyacrylate strobilurin acaricides","methoxyacrylate strobilurin acaricides",7.36,1046.63,"Methane","carbon"
"ACT12_M_60964","bifujunzhi","bifujunzhi",6.25,265.14,"Aspirin","carbon"
"ACT12_M_60998","fluacrypyrim","fluacrypyrim",9.12,1607.69,"PotassiumTartrate","carbon"
"ACT12_M_61002","flufenoxystrobin","flufenoxystrobin",1.22,1494.19,"Bakingsoda","soda"
"ACT12_M_61003","pyriminostrobin","pyriminostrobin",2.51,545.13,"Acetaminophen","soda"
"ACT12_M_61004","sulfite ester acaricides","sulfite ester acaricides",6.52,1802.23,"AceticAcid","acid"
"ACT12_M_61009","aramite","aramite",6.06,1273.09,"Ehtanol","H2"
"ACT12_M_61010","propargite","propargite",6.8,1056.5,"CarbonDioxide","carbon"
"ACT12_M_61011","tetronic acid acaricides","tetronic acid acaricides",5.05,1927.05,"CalciumCarbonate","calcium"
"ACT12_M_61013","spirodiclofen","spirodiclofen",4.89,250.36,"SodiumChloride","calcium"
"ACT12_M_61017","spiromesifen","spiromesifen",7.32,363.73,"Methane","carbon"
"ACT12_M_61059","tetrazine acaricides","tetrazine acaricides",8.32,1094.11,"Aspirin","carbon"
"ACT12_M_61070","clofentezine","clofentezine",6.48,1767.28,"PotassiumTartrate","carbon"
"ACT12_M_61073","diflovidazin","diflovidazin",4.46,1687.38,"Bakingsoda","soda"
"ACT12_M_61088","thiazolidine acaricides","thiazolidine acaricides",2.94,1827.61,"Acetaminophen","soda"
"ACT12_M_61089","flubenzimine","flubenzimine",2.29,1603.3,"AceticAcid","acid"
"ACT12_M_61092","hexythiazox","hexythiazox",8.12,315.69,"Ehtanol","H2"
"ACT12_M_61093","thiocarbamate acaricides","thiocarbamate acaricides",1.28,1650.42,"CarbonDioxide","carbon"
"ACT12_M_61095","fenothiocarb","fenothiocarb",1.57,1689.52,"CalciumCarbonate","calcium"
"ACT12_M_61100","thiourea acaricides","thiourea acaricides",4.85,586.95,"SodiumChloride","calcium"
"ACT12_M_61103","chloromethiuron","chloromethiuron",3.17,1657.96,"Methane","carbon"
"ACT12_M_61104","diafenthiuron","diafenthiuron",7.64,479.73,"Aspirin","carbon"
"ACT12_M_61105","unclassified acaricides","unclassified acaricides",6.19,511.95,"PotassiumTartrate","carbon"
"ACT12_M_61111","acequinocyl","acequinocyl",1.29,1893.34,"Bakingsoda","soda"
"ACT12_M_61113","acynonapyr","acynonapyr",2.09,461.3,"Acetaminophen","soda"
"ACT12_M_61116","amidoflumet","amidoflumet",4.56,197.95,"AceticAcid","acid"
"ACT12_M_61133","arsenous oxide","arsenous oxide",3.39,997.2,"Ehtanol","H2"
"ACT12_M_61159","clenpirin","clenpirin",1.16,921.27,"CarbonDioxide","carbon"
"ACT12_M_61165","closantel","closantel",7.98,2099.86,"CalciumCarbonate","calcium"
"ACT12_M_61183","crotamiton","crotamiton",4.31,1414.12,"SodiumChloride","calcium"
"ACT12_M_61184","cycloprate","cycloprate",1.46,1160.04,"Methane","carbon"
"ACT12_M_61192","cymiazole","cymiazole",1.92,1462.28,"Aspirin","carbon"
"ACT12_M_61194","disulfiram","disulfiram",4.67,1362.95,"PotassiumTartrate","carbon"
"ACT12_M_61217","etoxazole","etoxazole",2.24,373.36,"Bakingsoda","soda"
"ACT12_M_61219","fenazaflor","fenazaflor",3.31,805.5,"Acetaminophen","soda"
"ACT12_M_61253","fenazaquin","fenazaquin",5.55,800.97,"AceticAcid","acid"
"ACT12_M_61255","fluenetil","fluenetil",7.39,596.12,"Ehtanol","H2"
"ACT12_M_61259","flupentiofenox","flupentiofenox",8.48,459.15,"CarbonDioxide","carbon"
"ACT12_M_61265","mesulfen","mesulfen",4.06,375.98,"CalciumCarbonate","calcium"
"ACT12_M_61268","MNAF","MNAF",9.38,1591.4,"SodiumChloride","calcium"
"ACT12_M_61269","nifluridide","nifluridide",9.09,1064.04,"Methane","carbon"
"ACT12_M_61270","nikkomycins","nikkomycins",7.47,1415.89,"Aspirin","carbon"
"ACT12_M_61272","pyridaben","pyridaben",9.29,1581.12,"PotassiumTartrate","carbon"
"ACT12_M_61296","sulfiram","sulfiram",1.57,430.61,"Bakingsoda","soda"
"ACT12_M_61298","sulfluramid","sulfluramid",1.89,1316.4,"Acetaminophen","soda"
"ACT12_M_61301","sulfur","sulfur",3.15,1829.26,"AceticAcid","acid"
"ACT12_M_61302","thuringiensin","thuringiensin",8.67,1573.93,"Ehtanol","H2"
"ACT12_M_61307","triarathene","triarathene",6.56,60.54,"CarbonDioxide","carbon"
"ACT12_M_61315","azobenzene","azobenzene",3.77,1889.56,"CalciumCarbonate","calcium"
"ACT12_M_61342","benzoximate","benzoximate",4.96,1330.02,"SodiumChloride","calcium"
"ACT12_M_61344","benzyl benzoate","benzyl benzoate",6.24,1756.28,"Methane","carbon"
"ACT12_M_61349","bromopropylate","bromopropylate",7.27,146.97,"Aspirin","carbon"
"ACT12_M_61350","chlorbenside","chlorbenside",1.35,969.96,"PotassiumTartrate","carbon"
"ACT12_M_61351","chlorfenethol","chlorfenethol",6.52,1293.24,"Bakingsoda","soda"
"ACT12_M_61352","chlorfenson","chlorfenson",7.4,915.02,"Acetaminophen","soda"
"ACT12_M_61353","chlorfensulphide","chlorfensulphide",8.26,251.99,"AceticAcid","acid"
"ACT12_M_61356","chlorobenzilate","chlorobenzilate",9.67,1381.32,"Ehtanol","H2"
"ACT12_M_61360","chloropropylate","chloropropylate",5.45,1942.55,"CarbonDioxide","carbon"
"ACT12_M_61367","cyflumetofen","cyflumetofen",8.41,814.16,"CalciumCarbonate","calcium"
"ACT12_M_61369","DDT","DDT",4.07,1170.96,"SodiumChloride","calcium"
"ACT12_M_61372","dicofol","dicofol",4.24,1629.64,"Methane","carbon"
"ACT12_M_61394","diphenyl sulfone","diphenyl sulfone",5.23,533.74,"Aspirin","carbon"
"ACT12_M_61403","dofenapyn","dofenapyn",9.3,681.81,"PotassiumTartrate","carbon"
"ACT12_M_61431","fenson","fenson",6.26,798.78,"Bakingsoda","soda"
"ACT12_M_61438","fentrifanil","fentrifanil",3.82,838.8,"Acetaminophen","soda"
"ACT12_M_61463","fluorbenside","fluorbenside",1.42,1100.59,"AceticAcid","acid"
"ACT12_M_61466","genit","genit",8.87,1180.83,"Ehtanol","H2"
"ACT12_M_61467","hexachlorophene","hexachlorophene",2.95,2057.03,"CarbonDioxide","carbon"
"ACT12_M_61469","phenproxide","phenproxide",2.86,991.72,"CalciumCarbonate","calcium"
"ACT12_M_61470","proclonol","proclonol",8.23,439.84,"SodiumChloride","calcium"
"ACT12_M_61497","tetradifon","tetradifon",7.98,1033.24,"Methane","carbon"
"ACT12_M_61498","tetrasul","tetrasul",3.87,126.24,"Aspirin","carbon"
"ACT12_M_61505","oxime carbamate acaricides","oxime carbamate acaricides",6.48,170.29,"PotassiumTartrate","carbon"
"ACT12_M_61509","aldicarb","aldicarb",3.64,238.64,"Bakingsoda","soda"
"ACT12_M_61512","butocarboxim","butocarboxim",6.61,1743.99,"Acetaminophen","soda"
"ACT12_M_61516","oxamyl","oxamyl",8.37,985.54,"AceticAcid","acid"
"ACT12_M_61519","thiocarboxime","thiocarboxime",7.6,1457.43,"Ehtanol","H2"
"ACT12_M_61520","thiofanox","thiofanox",7.7,564.52,"CarbonDioxide","carbon"
"ACT12_M_61522","carbazate acaricides","carbazate acaricides",9.04,914.89,"CalciumCarbonate","calcium"
"ACT12_M_61524","bifenazate","bifenazate",2.16,503.45,"SodiumChloride","calcium"
"ACT12_M_61527","dinitrophenol acaricides","dinitrophenol acaricides",9.44,448.12,"Methane","carbon"
"ACT12_M_61530","binapacryl","binapacryl",6.07,1741.15,"Aspirin","carbon"
"ACT12_M_61531","dinex","dinex",3.28,424.66,"PotassiumTartrate","carbon"
"ACT12_M_61559","dinobuton","dinobuton",6.71,134.81,"Bakingsoda","soda"
"ACT12_M_61567","dinocap","dinocap",7.88,39.37,"Acetaminophen","soda"
"ACT12_M_61568","dinocap-4","dinocap-4",9.29,343.79,"AceticAcid","acid"
"ACT12_M_61569","dinocap-6","dinocap-6",3.54,1403.37,"Ehtanol","H2"
"ACT12_M_61572","dinocton","dinocton",1.55,1807.03,"CarbonDioxide","carbon"
"ACT12_M_61573","dinopenton","dinopenton",2.61,1466.94,"CalciumCarbonate","calcium"
"ACT12_M_61582","dinosulfon","dinosulfon",7.33,2004.56,"SodiumChloride","calcium"
"ACT12_M_61583","dinoterbon","dinoterbon",7.05,1164.16,"Methane","carbon"
"ACT12_M_61584","DNOC","DNOC",1.74,366.04,"Aspirin","carbon"
"ACT12_M_61585","formamidine acaricides","formamidine acaricides",1.86,268.24,"PotassiumTartrate","carbon"
"ACT12_M_61586","amitraz","amitraz",5.6,1253.45,"Bakingsoda","soda"
"ACT12_M_61587","chlordimeform","chlordimeform",1.2,2036.32,"Acetaminophen","soda"
"ACT12_M_61594","chloromebuform","chloromebuform",9.94,1955.78,"AceticAcid","acid"
"ACT12_M_61595","formetanate","formetanate",2.54,1845.47,"Ehtanol","H2"
"ACT12_M_61596","formparanate","formparanate",9.74,1587.48,"CarbonDioxide","carbon"
"ACT12_M_61598","medimeform","medimeform",8.95,1471.47,"CalciumCarbonate","calcium"
"ACT12_M_61599","semiamitraz","semiamitraz",9.61,873.17,"SodiumChloride","calcium"
"ACT12_M_61606","isoxazoline acaricides","isoxazoline acaricides",9.18,944.79,"Methane","carbon"
"ACT12_M_61613","afoxolaner","afoxolaner",3.4,1279.93,"Aspirin","carbon"
"ACT12_M_61614","esafoxolaner","esafoxolaner",3.41,38.2,"PotassiumTartrate","carbon"
"ACT12_M_61617","fluralaner","fluralaner",5.75,572.57,"Bakingsoda","soda"
"ACT12_M_61618","lotilaner","lotilaner",1.36,1993.11,"Acetaminophen","soda"
"ACT12_M_61638","sarolaner","sarolaner",2.46,1360.08,"AceticAcid","acid"
"ACT12_M_61661","tigolaner","tigolaner",3.19,391.17,"Ehtanol","H2"
"ACT12_M_61667","macrocyclic lactone acaricides","macrocyclic lactone acaricides",1.48,328.85,"CarbonDioxide","carbon"
"ACT12_M_61690","tetranactin","tetranactin",2.58,1897.37,"CalciumCarbonate","calcium"
"ACT12_M_61691","avermectin acaricides","avermectin acaricides",7.67,1197.46,"SodiumChloride","calcium"
"ACT12_M_61701","abamectin","abamectin",3.24,262.73,"Methane","carbon"
"ACT12_M_61703","doramectin","doramectin",8.44,714.72,"Aspirin","carbon"
"ACT12_M_61704","eprinomectin","eprinomectin",2.73,768.71,"PotassiumTartrate","carbon"
"ACT12_M_61705","ivermectin","ivermectin",1.79,2001.58,"Bakingsoda","soda"
"ACT12_M_61706","selamectin","selamectin",6.48,2112.5,"Acetaminophen","soda"
"ACT12_M_61707","milbemycin acaricides","milbemycin acaricides",9.47,1025.96,"AceticAcid","acid"
"ACT12_M_61708","milbemectin","milbemectin",3.43,1991.59,"Ehtanol","H2"
"ACT12_M_61709","milbemycin oxime","milbemycin oxime",9.94,2099.1,"CarbonDioxide","carbon"
"ACT12_M_61710","moxidectin","moxidectin",2.86,611.55,"CalciumCarbonate","calcium"
"ACT12_M_61719","mite growth regulators","mite growth regulators",6.11,1274.66,"SodiumChloride","calcium"
"ACT12_M_61736","clofentezine","clofentezine",2,1503.76,"Methane","carbon"
"ACT12_M_61737","cyromazine","cyromazine",6.01,1292.81,"Aspirin","carbon"
"ACT12_M_61740","diflovidazin","diflovidazin",1.96,1442.86,"PotassiumTartrate","carbon"
"ACT12_M_61742","dofenapyn","dofenapyn",7.56,1352.06,"Bakingsoda","soda"
"ACT12_M_61752","fluazuron","fluazuron",2.93,1407.68,"Acetaminophen","soda"
"ACT12_M_61758","flubenzimine","flubenzimine",3.92,1960.02,"AceticAcid","acid"
"ACT12_M_61781","flucycloxuron","flucycloxuron",7.49,845.07,"Ehtanol","H2"
"ACT12_M_61785","flufenoxuron","flufenoxuron",8.12,2076.5,"CarbonDioxide","carbon"
"ACT12_M_61786","hexythiazox","hexythiazox",4.56,1594.65,"CalciumCarbonate","calcium"
"ACT12_M_61787","organochlorine acaricides","organochlorine acaricides",2.84,687.54,"SodiumChloride","calcium"
"ACT12_M_61788","bromocyclen","bromocyclen",2.76,1047.08,"Methane","carbon"
"ACT12_M_61793","camphechlor","camphechlor",3.97,949.28,"Aspirin","carbon"
"ACT12_M_61823","DDT","DDT",2.32,1484.67,"PotassiumTartrate","carbon"
"ACT12_M_61824","dienochlor","dienochlor",3.95,598.23,"Bakingsoda","soda"
"ACT12_M_61830","endosulfan","endosulfan",6.01,917.74,"Acetaminophen","soda"
"ACT12_M_61839","lindane","lindane",4.31,469.74,"AceticAcid","acid"
"ACT12_M_61843","organophosphorus acaricides","organophosphorus acaricides",6.82,767.2,"Ehtanol","H2"
"ACT12_M_61844","organophosphate acaricides","organophosphate acaricides",6.34,41.75,"CarbonDioxide","carbon"
"ACT12_M_61845","chlorfenvinphos","chlorfenvinphos",1.28,2093.13,"CalciumCarbonate","calcium"
"ACT12_M_61846","crotoxyphos","crotoxyphos",6.77,1685.12,"SodiumChloride","calcium"
"ACT12_M_61848","dichlorvos","dichlorvos",8.88,2082.75,"Methane","carbon"
"ACT12_M_61851","heptenophos","heptenophos",6.46,1334.74,"Aspirin","carbon"
"ACT12_M_61852","mevinphos","mevinphos",5.75,48.19,"PotassiumTartrate","carbon"
"ACT12_M_61858","monocrotophos","monocrotophos",5.01,1811.98,"Bakingsoda","soda"
"ACT12_M_61862","naled","naled",6.06,1225.9,"Acetaminophen","soda"
"ACT12_M_61863","TEPP","TEPP",6.08,775.69,"AceticAcid","acid"
"ACT12_M_61873","tetrachlorvinphos","tetrachlorvinphos",7.64,1285.53,"Ehtanol","H2"
"ACT12_M_61874","organothiophosphate acaricides","organothiophosphate acaricides",9.52,964.49,"CarbonDioxide","carbon"
"ACT12_M_61876","amidithion","amidithion",6.86,259.29,"CalciumCarbonate","calcium"
"ACT12_M_61877","amiton","amiton",5.04,1115.34,"SodiumChloride","calcium"
"ACT12_M_61879","azinphos-ethyl","azinphos-ethyl",2.83,448.61,"Methane","carbon"
"ACT12_M_61880","azinphos-methyl","azinphos-methyl",7.89,573.88,"Aspirin","carbon"
"ACT12_M_61881","azothoate","azothoate",1.49,1940.66,"PotassiumTartrate","carbon"
"ACT12_M_61887","benoxafos","benoxafos",9.8,1194.94,"Bakingsoda","soda"
"ACT12_M_61888","bromophos","bromophos",4.58,1732.35,"Acetaminophen","soda"
"ACT12_M_61889","bromophos-ethyl","bromophos-ethyl",6.14,979.22,"AceticAcid","acid"
"ACT12_M_61890","carbophenothion","carbophenothion",5.98,74.83,"Ehtanol","H2"
"ACT12_M_61891","chlorpyrifos","chlorpyrifos",3.82,2007.49,"CarbonDioxide","carbon"
"ACT12_M_61892","chlorthiophos","chlorthiophos",4.59,1302.03,"CalciumCarbonate","calcium"
"ACT12_M_61904","coumaphos","coumaphos",2.28,548.87,"SodiumChloride","calcium"
"ACT12_M_61905","cyanthoate","cyanthoate",8.87,1234.18,"Methane","carbon"
"ACT12_M_61906","demeton","demeton",3.16,433.32,"Aspirin","carbon"
"ACT12_M_61907","demeton-O","demeton-O",3.9,1371.04,"PotassiumTartrate","carbon"
"ACT12_M_61908","demeton-S","demeton-S",4.57,1804.07,"Bakingsoda","soda"
"ACT12_M_61909","demeton-methyl","demeton-methyl",6.74,277.14,"Acetaminophen","soda"
"ACT12_M_61910","demeton-O-methyl","demeton-O-methyl",9.89,1322.04,"AceticAcid","acid"
"ACT12_M_61914","demeton-S-methyl","demeton-S-methyl",8.93,880.65,"Ehtanol","H2"
"ACT12_M_61925","demeton-S-methylsulphon","demeton-S-methylsulphon",6.12,363.48,"CarbonDioxide","carbon"
"ACT12_M_61926","dialifos","dialifos",8.45,1188.88,"CalciumCarbonate","calcium"
"ACT12_M_61927","diazinon","diazinon",4.46,333.43,"SodiumChloride","calcium"
"ACT12_M_61928","dimethoate","dimethoate",5.26,1693.98,"Methane","carbon"
"ACT12_M_61929","dioxathion","dioxathion",7.98,1722.31,"Aspirin","carbon"
"ACT12_M_61934","disulfoton","disulfoton",7.08,1419.94,"PotassiumTartrate","carbon"
"ACT12_M_61935","endothion","endothion",8.69,606.99,"Bakingsoda","soda"
"ACT12_M_61945","ethion","ethion",1.22,1379.13,"Acetaminophen","soda"
"ACT12_M_61949","ethoate-methyl","ethoate-methyl",8.07,695.48,"AceticAcid","acid"
"ACT12_M_61952","formothion","formothion",8.34,401.18,"Ehtanol","H2"
"ACT12_M_61960","malathion","malathion",8.38,1563.41,"CarbonDioxide","carbon"
"ACT12_M_61961","mecarbam","mecarbam",3.87,1693.06,"CalciumCarbonate","calcium"
"ACT12_M_61962","methacrifos","methacrifos",8.5,1435.67,"SodiumChloride","calcium"
"ACT12_M_61963","omethoate","omethoate",3.42,950.14,"Methane","carbon"
"ACT12_M_61964","oxydeprofos","oxydeprofos",2.87,31.57,"Aspirin","carbon"
"ACT12_M_61973","oxydisulfoton","oxydisulfoton",8.48,650.41,"PotassiumTartrate","carbon"
"ACT12_M_61975","parathion","parathion",5.65,1508.62,"Bakingsoda","soda"
"ACT12_M_61977","phenkapton","phenkapton",9.86,430.31,"Acetaminophen","soda"
"ACT12_M_61987","phorate","phorate",5.15,152.82,"AceticAcid","acid"
"ACT12_M_61988","phosalone","phosalone",6.26,167.4,"Ehtanol","H2"
"ACT12_M_61989","phosmet","phosmet",7.06,914.1,"CarbonDioxide","carbon"
"ACT12_M_61994","phostin","phostin",5.76,1768.67,"CalciumCarbonate","calcium"
"ACT12_M_61995","phoxim","phoxim",1.69,1178.28,"SodiumChloride","calcium"
"ACT12_M_61996","pirimiphos-methyl","pirimiphos-methyl",7.37,1815.68,"Methane","carbon"
"ACT12_M_61997","prothidathion","prothidathion",8.34,517.41,"Aspirin","carbon"
"ACT12_M_62004","prothoate","prothoate",2.42,1176.21,"PotassiumTartrate","carbon"
"ACT12_M_62010","pyrimitate","pyrimitate",8.92,155.49,"Bakingsoda","soda"
"ACT12_M_62032","quinalphos","quinalphos",6.96,691.59,"Acetaminophen","soda"
"ACT12_M_62033","quintiofos","quintiofos",5.42,631.69,"AceticAcid","acid"
"ACT12_M_62035","sophamide","sophamide",5.49,876.81,"Ehtanol","H2"
"ACT12_M_62038","sulfotep","sulfotep",1.7,1953.64,"CarbonDioxide","carbon"
"ACT12_M_62039","thiometon","thiometon",1.94,295.41,"CalciumCarbonate","calcium"
"ACT12_M_62040","triazophos","triazophos",8.09,846.1,"SodiumChloride","calcium"
"ACT12_M_62041","trifenofos","trifenofos",6.99,1316.22,"Methane","carbon"
"ACT12_M_62042","vamidothion","vamidothion",9.07,984.51,"Aspirin","carbon"
"ACT12_M_62043","phosphonate acaricides","phosphonate acaricides",4.1,751.06,"PotassiumTartrate","carbon"
"ACT12_M_62044","trichlorfon","trichlorfon",1.23,757.72,"Bakingsoda","soda"
"ACT12_M_62045","phosphoramidothioate acaricides","phosphoramidothioate acaricides",8.72,1118.16,"Acetaminophen","soda"
"ACT12_M_62051","isocarbophos","isocarbophos",6.55,1847.63,"AceticAcid","acid"
"ACT12_M_62052","methamidophos","methamidophos",9.36,800.58,"Ehtanol","H2"
"ACT12_M_62055","propetamphos","propetamphos",6.99,2032.36,"CarbonDioxide","carbon"
"ACT12_M_62062","phosphorodiamide acaricides","phosphorodiamide acaricides",7.32,432.12,"CalciumCarbonate","calcium"
"ACT12_M_62063","dimefox","dimefox",9.98,641.53,"SodiumChloride","calcium"
"ACT12_M_62064","mipafox","mipafox",3.35,1296.08,"Methane","carbon"
"ACT12_M_62067","schradan","schradan",9.86,150.89,"Aspirin","carbon"
"ACT12_M_62068","organotin acaricides","organotin acaricides",7.91,516.24,"PotassiumTartrate","carbon"
"ACT12_M_62072","azocyclotin","azocyclotin",1.2,1576.22,"Bakingsoda","soda"
"ACT12_M_62073","cyhexatin","cyhexatin",8.19,1798.17,"Acetaminophen","soda"
"ACT12_M_62074","fenbutatin oxide","fenbutatin oxide",9.44,1279.84,"AceticAcid","acid"
"ACT12_M_62075","phostin","phostin",7.25,1931.52,"Ehtanol","H2"
"ACT12_M_62076","phenylsulfamide acaricides","phenylsulfamide acaricides",8.75,1549.57,"CarbonDioxide","carbon"
"ACT12_M_62077","dichlofluanid","dichlofluanid",8.78,697.51,"CalciumCarbonate","calcium"
"ACT12_M_62095","phthalimide acaricides","phthalimide acaricides",8.91,1681.6,"SodiumChloride","calcium"
"ACT12_M_62097","dialifos","dialifos",1.46,1156.69,"Methane","carbon"
"ACT12_M_62098","phosmet","phosmet",1.51,1993.98,"Aspirin","carbon"
"ACT12_M_62099","pyrazole acaricides","pyrazole acaricides",5.75,1200.66,"PotassiumTartrate","carbon"
"ACT12_M_62118","cyenopyrafen","cyenopyrafen",8.55,1051.07,"Bakingsoda","soda"
