"molecule","compound"
"ACT12_M_113426","coumaphos"
"ACT12_M_113541","cyanthoate"
"ACT12_M_113542","demeton"
"ACT12_M_113543","demeton-O"
"ACT12_M_113607","demeton-S"
"ACT12_M_113610","demeton-methyl"
"ACT12_M_113615","demeton-O-methyl"
"ACT12_M_113626","demeton-S-methyl"
"ACT12_M_113649","demeton-S-methylsulphon"
"ACT12_M_113650","dialifos"
"ACT12_M_113651","diazinon"
"ACT12_M_113652","dimethoate"
"ACT12_M_113655","dioxathion"
"ACT12_M_113668","disulfoton"
"ACT12_M_113675","endothion"
"ACT12_M_113680","ethion"
"ACT12_M_113718","ethoate-methyl"
"ACT12_M_113719","formothion"
"ACT12_M_113736","malathion"
"ACT12_M_113773","mecarbam"
"ACT12_M_113806","methacrifos"
"ACT12_M_113818","omethoate"
"ACT12_M_113819","oxydeprofos"
"ACT12_M_113821","oxydisulfoton"
"ACT12_M_113852","parathion"
"ACT12_M_113856","phenkapton"
"ACT12_M_113861","phorate"
"ACT12_M_113862","phosalone"
"ACT12_M_113910","phosmet"
"ACT12_M_113913","phostin"
"ACT12_M_113923","phoxim"
"ACT12_M_113924","pirimiphos-methyl"
"ACT12_M_113928","prothidathion"
"ACT12_M_113930","prothoate"
"ACT12_M_113932","pyrimitate"
"ACT12_M_113942","quinalphos"
"ACT12_M_113946","quintiofos"
"ACT12_M_113948","sophamide"
"ACT12_M_113976","sulfotep"
"ACT12_M_113981","thiometon"
"ACT12_M_113987","triazophos"
"ACT12_M_113993","trifenofos"
"ACT12_M_113998","vamidothion"
"ACT12_M_114002","phosphonate acaricides"
"ACT12_M_114044","trichlorfon"
"ACT12_M_114045","phosphoramidothioate acaricides"
"ACT12_M_114047","isocarbophos"
"ACT12_M_114123","methamidophos"
"ACT12_M_114134","propetamphos"
"ACT12_M_114154","phosphorodiamide acaricides"
"ACT12_M_114158","dimefox"
"ACT12_M_114192","mipafox"
"ACT12_M_114208","schradan"
"ACT12_M_114209","organotin acaricides"
"ACT12_M_114226","azocyclotin"
"ACT12_M_114231","cyhexatin"
"ACT12_M_114237","fenbutatin oxide"
"ACT12_M_114244","phostin"
"ACT12_M_114245","phenylsulfamide acaricides"
"ACT12_M_114247","dichlofluanid"
"ACT12_M_114248","phthalimide acaricides"
"ACT12_M_114249","dialifos"
"ACT12_M_114276","phosmet"
"ACT12_M_114291","pyrazole acaricides"
"ACT12_M_114302","cyenopyrafen"
"ACT12_M_114303","cyetpyrafen"
"ACT12_M_114311","fenpyroximate"
"ACT12_M_114312","phenylpyrazole acaricides"
"ACT12_M_114313","acetoprole"
"ACT12_M_114315","fipronil"
"ACT12_M_114319","vaniliprole"
"ACT12_M_114331","pyrazolecarboxamide acaricides"
"ACT12_M_114350","pyflubumide"
"ACT12_M_114363","tebufenpyrad"
"ACT12_M_114365","pyrethroid acaricides"
"ACT12_M_114366","pyrethroid ester acaricides"
"ACT12_M_114367","acrinathrin"
"ACT12_M_114368","bifenthrin"
"ACT12_M_114369","brofluthrinate"
"ACT12_M_114371","cyhalothrin"
"ACT12_M_114373","cypermethrin"
"ACT12_M_114376","alpha-cypermethrin"
"ACT12_M_114400","fenpropathrin"
"ACT12_M_114401","fenvalerate"
"ACT12_M_114420","flucythrinate"
"ACT12_M_114422","flumethrin"
"ACT12_M_114424","fluvalinate"
"ACT12_M_114425","tau-fluvalinate"
"ACT12_M_114441","permethrin"
"ACT12_M_114442","pyrethroid ether acaricides"
"ACT12_M_114445","halfenprox"
"ACT12_M_114458","pyrimidinamine acaricides"
"ACT12_M_114471","pyrimidifen"
"ACT12_M_114479","pyrrole acaricides"
"ACT12_M_114487","chlorfenapyr"
"ACT12_M_114501","quaternary ammonium acaricides"
"ACT12_M_114507","sanguinarine"
"ACT12_M_114524","quinoxaline acaricides"
"ACT12_M_114540","chinomethionat"
"ACT12_M_114547","thioquinox"
"ACT12_M_114552","strobilurin acaricides"
"ACT12_M_114563","methoxyacrylate strobilurin acaricides"
"ACT12_M_114564","bifujunzhi"
"ACT12_M_114577","fluacrypyrim"
"ACT12_M_114579","flufenoxystrobin"
"ACT12_M_114606","pyriminostrobin"
"ACT12_M_114607","sulfite ester acaricides"
"ACT12_M_114608","aramite"
"ACT12_M_114611","propargite"
"ACT12_M_114612","tetronic acid acaricides"
"ACT12_M_114613","spirodiclofen"
"ACT12_M_114618","spiromesifen"
"ACT12_M_114675","tetrazine acaricides"
"ACT12_M_114690","clofentezine"
"ACT12_M_114692","diflovidazin"
"ACT12_M_114700","thiazolidine acaricides"
"ACT12_M_114702","flubenzimine"
"ACT12_M_114709","hexythiazox"
"ACT12_M_114715","thiocarbamate acaricides"
"ACT12_M_114732","fenothiocarb"
"ACT12_M_114780","thiourea acaricides"
"ACT12_M_114782","chloromethiuron"
"ACT12_M_114783","diafenthiuron"
"ACT12_M_114787","unclassified acaricides"
"ACT12_M_114788","acequinocyl"
"ACT12_M_114791","acynonapyr"
"ACT12_M_114792","amidoflumet"
"ACT12_M_114793","arsenous oxide"
"ACT12_M_114794","clenpirin"
"ACT12_M_114802","closantel"
"ACT12_M_114806","crotamiton"
"ACT12_M_114813","cycloprate"
"ACT12_M_114814","cymiazole"
"ACT12_M_114817","disulfiram"
"ACT12_M_114827","etoxazole"
"ACT12_M_114828","fenazaflor"
"ACT12_M_114831","fenazaquin"
"ACT12_M_114832","fluenetil"
"ACT12_M_114840","flupentiofenox"
"ACT12_M_114850","mesulfen"
"ACT12_M_114853","MNAF"
"ACT12_M_114857","nifluridide"
"ACT12_M_114895","nikkomycins"
"ACT12_M_114909","pyridaben"
"ACT12_M_114917","sulfiram"
"ACT12_M_114952","sulfluramid"
"ACT12_M_114953","sulfur"
"ACT12_M_114956","thuringiensin"
"ACT12_M_114957","triarathene"
"ACT12_M_114966","azobenzene"
"ACT12_M_114968","benzoximate"
"ACT12_M_114975","benzyl benzoate"
"ACT12_M_114976","bromopropylate"
"ACT12_M_114977","chlorbenside"
"ACT12_M_115028","chlorfenethol"
"ACT12_M_115061","chlorfenson"
"ACT12_M_115062","chlorfensulphide"
"ACT12_M_115084","chlorobenzilate"
"ACT12_M_115182","chloropropylate"
"ACT12_M_115183","cyflumetofen"
"ACT12_M_115184","DDT"
"ACT12_M_115185","dicofol"
"ACT12_M_115190","diphenyl sulfone"
"ACT12_M_115219","dofenapyn"
"ACT12_M_115241","fenson"
"ACT12_M_115268","fentrifanil"
"ACT12_M_115270","fluorbenside"
"ACT12_M_115271","genit"
"ACT12_M_115316","hexachlorophene"
"ACT12_M_115320","phenproxide"
"ACT12_M_115321","proclonol"
"ACT12_M_115322","tetradifon"
"ACT12_M_115323","tetrasul"
"ACT12_M_115324","oxime carbamate acaricides"
"ACT12_M_115325","aldicarb"
"ACT12_M_115351","butocarboxim"
"ACT12_M_115352","oxamyl"
"ACT12_M_115358","thiocarboxime"
"ACT12_M_115397","thiofanox"
"ACT12_M_115462","carbazate acaricides"
"ACT12_M_115467","bifenazate"
"ACT12_M_115469","dinitrophenol acaricides"
"ACT12_M_115470","binapacryl"
"ACT12_M_115476","dinex"
"ACT12_M_115478","dinobuton"
"ACT12_M_115479","dinocap"
"ACT12_M_115488","dinocap-4"
"ACT12_M_115509","dinocap-6"
"ACT12_M_115512","dinocton"
"ACT12_M_115513","dinopenton"
"ACT12_M_115514","dinosulfon"
"ACT12_M_115518","dinoterbon"
"ACT12_M_115521","DNOC"
"ACT12_M_115522","formamidine acaricides"
"ACT12_M_115525","amitraz"
"ACT12_M_115526","chlordimeform"
"ACT12_M_115531","chloromebuform"
"ACT12_M_115539","formetanate"
"ACT12_M_115542","formparanate"
"ACT12_M_115544","medimeform"
"ACT12_M_115551","semiamitraz"
"ACT12_M_115553","isoxazoline acaricides"
"ACT12_M_115556","afoxolaner"
"ACT12_M_115557","esafoxolaner"
"ACT12_M_115563","fluralaner"
"ACT12_M_115566","lotilaner"
"ACT12_M_115581","sarolaner"
"ACT12_M_115584","tigolaner"
"ACT12_M_115588","macrocyclic lactone acaricides"
"ACT12_M_115596","tetranactin"
"ACT12_M_115614","avermectin acaricides"
"ACT12_M_115615","abamectin"
"ACT12_M_115652","doramectin"
"ACT12_M_115657","eprinomectin"
"ACT12_M_115659","ivermectin"
"ACT12_M_115660","selamectin"
"ACT12_M_115661","milbemycin acaricides"
"ACT12_M_115662","milbemectin"
"ACT12_M_115676","milbemycin oxime"
"ACT12_M_115693","moxidectin"
"ACT12_M_115698","mite growth regulators"
"ACT12_M_115699","clofentezine"
"ACT12_M_115702","cyromazine"
"ACT12_M_115706","diflovidazin"
"ACT12_M_115707","dofenapyn"
"ACT12_M_115718","fluazuron"
"ACT12_M_115719","flubenzimine"
"ACT12_M_115721","flucycloxuron"
"ACT12_M_115770","flufenoxuron"
"ACT12_M_115777","hexythiazox"
"ACT12_M_115789","organochlorine acaricides"
"ACT12_M_115790","bromocyclen"
"ACT12_M_115793","camphechlor"
"ACT12_M_115815","DDT"
"ACT12_M_115819","dienochlor"
"ACT12_M_115823","endosulfan"
"ACT12_M_115839","lindane"
"ACT12_M_115869","organophosphorus acaricides"
"ACT12_M_115873","organophosphate acaricides"
"ACT12_M_115874","chlorfenvinphos"
"ACT12_M_115894","crotoxyphos"
"ACT12_M_115896","dichlorvos"
"ACT12_M_115897","heptenophos"
"ACT12_M_115898","mevinphos"
"ACT12_M_115899","monocrotophos"
"ACT12_M_115900","naled"
"ACT12_M_115902","TEPP"
"ACT12_M_115905","tetrachlorvinphos"
"ACT12_M_115925","organothiophosphate acaricides"
"ACT12_M_115927","amidithion"
"ACT12_M_116102","amiton"
"ACT12_M_116103","azinphos-ethyl"
"ACT12_M_116133","azinphos-methyl"
"ACT12_M_116142","azothoate"
"ACT12_M_116165","benoxafos"
"ACT12_M_116169","bromophos"
"ACT12_M_116175","bromophos-ethyl"
"ACT12_M_116218","carbophenothion"
"ACT12_M_116219","chlorpyrifos"
"ACT12_M_116228","chlorthiophos"
"ACT12_M_116245","coumaphos"
"ACT12_M_116255","cyanthoate"
"ACT12_M_116262","demeton"
"ACT12_M_116277","demeton-O"
"ACT12_M_116285","demeton-S"
"ACT12_M_116287","demeton-methyl"
"ACT12_M_116289","demeton-O-methyl"
"ACT12_M_116296","demeton-S-methyl"
"ACT12_M_116298","demeton-S-methylsulphon"
"ACT12_M_116302","dialifos"
"ACT12_M_116332","diazinon"
"ACT12_M_116335","dimethoate"
"ACT12_M_116336","dioxathion"
"ACT12_M_116348","disulfoton"
"ACT12_M_116350","endothion"
"ACT12_M_116358","ethion"
"ACT12_M_116368","ethoate-methyl"
"ACT12_M_116400","formothion"
"ACT12_M_116406","malathion"
"ACT12_M_116409","mecarbam"
"ACT12_M_116419","methacrifos"
"ACT12_M_116423","omethoate"
"ACT12_M_116431","oxydeprofos"
"ACT12_M_116434","oxydisulfoton"
"ACT12_M_116440","parathion"
"ACT12_M_116441","phenkapton"
"ACT12_M_116444","phorate"
"ACT12_M_116458","phosalone"
"ACT12_M_116475","phosmet"
"ACT12_M_116484","phostin"
"ACT12_M_116565","phoxim"
"ACT12_M_116567","pirimiphos-methyl"
"ACT12_M_116593","prothidathion"
"ACT12_M_116602","prothoate"
"ACT12_M_116604","pyrimitate"
"ACT12_M_116606","quinalphos"
"ACT12_M_116613","quintiofos"
"ACT12_M_116627","sophamide"
"ACT12_M_116638","sulfotep"
"ACT12_M_116639","thiometon"
"ACT12_M_116648","triazophos"
"ACT12_M_116649","trifenofos"
"ACT12_M_116655","vamidothion"
"ACT12_M_116657","phosphonate acaricides"
"ACT12_M_116665","trichlorfon"
"ACT12_M_116667","phosphoramidothioate acaricides"
"ACT12_M_116668","isocarbophos"
"ACT12_M_116669","methamidophos"
"ACT12_M_116670","propetamphos"
"ACT12_M_116671","phosphorodiamide acaricides"
"ACT12_M_116672","dimefox"
"ACT12_M_116679","mipafox"
"ACT12_M_116680","schradan"
"ACT12_M_116681","organotin acaricides"
"ACT12_M_116704","azocyclotin"
"ACT12_M_116706","cyhexatin"
"ACT12_M_116707","fenbutatin oxide"
"ACT12_M_116773","phostin"
"ACT12_M_116779","phenylsulfamide acaricides"
"ACT12_M_116822","dichlofluanid"
"ACT12_M_116823","phthalimide acaricides"
"ACT12_M_116824","dialifos"
"ACT12_M_116871","phosmet"
"ACT12_M_116872","pyrazole acaricides"
"ACT12_M_116873","cyenopyrafen"
"ACT12_M_116918","cyetpyrafen"
"ACT12_M_117007","fenpyroximate"
"ACT12_M_117012","phenylpyrazole acaricides"
"ACT12_M_117109","acetoprole"
"ACT12_M_117116","fipronil"
"ACT12_M_117125","vaniliprole"
"ACT12_M_117130","pyrazolecarboxamide acaricides"
"ACT12_M_117132","pyflubumide"
"ACT12_M_117133","tebufenpyrad"
"ACT12_M_117135","pyrethroid acaricides"
"ACT12_M_117145","pyrethroid ester acaricides"
"ACT12_M_117147","acrinathrin"
"ACT12_M_117149","bifenthrin"
"ACT12_M_117151","brofluthrinate"
"ACT12_M_117192","cyhalothrin"
"ACT12_M_117202","cypermethrin"
"ACT12_M_117206","alpha-cypermethrin"
"ACT12_M_117236","fenpropathrin"
"ACT12_M_117249","fenvalerate"
"ACT12_M_117254","flucythrinate"
"ACT12_M_117260","flumethrin"
"ACT12_M_117261","fluvalinate"
"ACT12_M_117263","tau-fluvalinate"
"ACT12_M_117264","permethrin"
"ACT12_M_117328","pyrethroid ether acaricides"
"ACT12_M_117338","halfenprox"
"ACT12_M_117340","pyrimidinamine acaricides"
"ACT12_M_117341","pyrimidifen"
"ACT12_M_117345","pyrrole acaricides"
"ACT12_M_117358","chlorfenapyr"
"ACT12_M_117359","quaternary ammonium acaricides"
"ACT12_M_117371","sanguinarine"
"ACT12_M_117382","quinoxaline acaricides"
"ACT12_M_117420","chinomethionat"
"ACT12_M_117435","thioquinox"
"ACT12_M_117437","strobilurin acaricides"
"ACT12_M_117438","methoxyacrylate strobilurin acaricides"
"ACT12_M_117445","bifujunzhi"
"ACT12_M_117446","fluacrypyrim"
"ACT12_M_117449","flufenoxystrobin"
"ACT12_M_117458","pyriminostrobin"
"ACT12_M_117549","sulfite ester acaricides"
"ACT12_M_117610","aramite"
"ACT12_M_117614","propargite"
"ACT12_M_117637","tetronic acid acaricides"
"ACT12_M_117638","spirodiclofen"
"ACT12_M_117651","spiromesifen"
"ACT12_M_117655","tetrazine acaricides"
"ACT12_M_117657","clofentezine"
"ACT12_M_117658","diflovidazin"
"ACT12_M_117659","thiazolidine acaricides"
"ACT12_M_117660","flubenzimine"
"ACT12_M_117663","hexythiazox"
"ACT12_M_117701","thiocarbamate acaricides"
"ACT12_M_117716","fenothiocarb"
"ACT12_M_117738","thiourea acaricides"
"ACT12_M_117798","chloromethiuron"
"ACT12_M_117818","diafenthiuron"
"ACT12_M_117821","unclassified acaricides"
"ACT12_M_117825","acequinocyl"
"ACT12_M_117847","acynonapyr"
"ACT12_M_117886","amidoflumet"
"ACT12_M_117913","arsenous oxide"
"ACT12_M_117914","clenpirin"
"ACT12_M_117916","closantel"
"ACT12_M_117923","crotamiton"
"ACT12_M_117936","cycloprate"
"ACT12_M_117938","cymiazole"
"ACT12_M_117940","disulfiram"
"ACT12_M_117943","etoxazole"
"ACT12_M_117946","fenazaflor"
"ACT12_M_117991","fenazaquin"
"ACT12_M_117993","fluenetil"
"ACT12_M_117999","flupentiofenox"
"ACT12_M_118076","mesulfen"
"ACT12_M_118077","MNAF"
"ACT12_M_118080","nifluridide"
"ACT12_M_118090","nikkomycins"
"ACT12_M_118094","pyridaben"
"ACT12_M_118112","sulfiram"
"ACT12_M_118114","sulfluramid"
"ACT12_M_118128","sulfur"
"ACT12_M_118130","thuringiensin"
"ACT12_M_118161","triarathene"
"ACT12_M_118200","azobenzene"
"ACT12_M_118201","benzoximate"
"ACT12_M_118202","benzyl benzoate"
"ACT12_M_118203","bromopropylate"
"ACT12_M_118205","chlorbenside"
"ACT12_M_118209","chlorfenethol"
"ACT12_M_118217","chlorfenson"
"ACT12_M_118218","chlorfensulphide"
"ACT12_M_118234","chlorobenzilate"
"ACT12_M_118255","chloropropylate"
"ACT12_M_118261","cyflumetofen"
"ACT12_M_118267","DDT"
"ACT12_M_118277","dicofol"
"ACT12_M_118298","diphenyl sulfone"
"ACT12_M_118301","dofenapyn"
"ACT12_M_118329","fenson"
"ACT12_M_118330","fentrifanil"
"ACT12_M_118335","fluorbenside"
"ACT12_M_118338","genit"
"ACT12_M_118342","hexachlorophene"
"ACT12_M_118343","phenproxide"
"ACT12_M_118344","proclonol"
"ACT12_M_118345","tetradifon"
"ACT12_M_118383","tetrasul"
"ACT12_M_118450","oxime carbamate acaricides"
"ACT12_M_118475","aldicarb"
"ACT12_M_118498","butocarboxim"
"ACT12_M_118502","oxamyl"
"ACT12_M_118503","thiocarboxime"
"ACT12_M_118526","thiofanox"
"ACT12_M_118539","carbazate acaricides"
"ACT12_M_118556","bifenazate"
"ACT12_M_118558","dinitrophenol acaricides"
"ACT12_M_118571","binapacryl"
"ACT12_M_118574","dinex"
"ACT12_M_118576","dinobuton"
"ACT12_M_118578","dinocap"
"ACT12_M_118579","dinocap-4"
"ACT12_M_118580","dinocap-6"
"ACT12_M_118589","dinocton"
"ACT12_M_118593","dinopenton"
"ACT12_M_118594","dinosulfon"
"ACT12_M_118615","dinoterbon"
"ACT12_M_118621","DNOC"
"ACT12_M_118627","formamidine acaricides"
"ACT12_M_118629","amitraz"
"ACT12_M_118747","chlordimeform"
"ACT12_M_118748","chloromebuform"
"ACT12_M_118749","formetanate"
"ACT12_M_118760","formparanate"
"ACT12_M_118765","medimeform"
"ACT12_M_118800","semiamitraz"
"ACT12_M_118801","isoxazoline acaricides"
"ACT12_M_118903","afoxolaner"
"ACT12_M_118904","esafoxolaner"
"ACT12_M_118912","fluralaner"
"ACT12_M_118948","lotilaner"
"ACT12_M_118949","sarolaner"
"ACT12_M_118953","tigolaner"
"ACT12_M_118978","macrocyclic lactone acaricides"
"ACT12_M_118982","tetranactin"
"ACT12_M_118983","avermectin acaricides"
"ACT12_M_118984","abamectin"
"ACT12_M_119014","doramectin"
"ACT12_M_119059","eprinomectin"
"ACT12_M_119066","ivermectin"
"ACT12_M_119076","selamectin"
"ACT12_M_119077","milbemycin acaricides"
"ACT12_M_119097","milbemectin"
"ACT12_M_119098","milbemycin oxime"
"ACT12_M_119124","moxidectin"
"ACT12_M_119130","mite growth regulators"
"ACT12_M_119131","clofentezine"
"ACT12_M_119132","cyromazine"
"ACT12_M_119175","diflovidazin"
"ACT12_M_119180","dofenapyn"
"ACT12_M_119196","fluazuron"
"ACT12_M_119198","flubenzimine"
"ACT12_M_119214","flucycloxuron"
"ACT12_M_119215","flufenoxuron"
"ACT12_M_119216","hexythiazox"
"ACT12_M_119235","organochlorine acaricides"
"ACT12_M_119249","bromocyclen"
"ACT12_M_119254","camphechlor"
"ACT12_M_119256","DDT"
"ACT12_M_119339","dienochlor"
"ACT12_M_119342","endosulfan"
"ACT12_M_119352","lindane"
"ACT12_M_119364","organophosphorus acaricides"
"ACT12_M_119366","organophosphate acaricides"
"ACT12_M_119368","chlorfenvinphos"
"ACT12_M_119369","crotoxyphos"
"ACT12_M_119370","dichlorvos"
"ACT12_M_119372","heptenophos"
"ACT12_M_119374","mevinphos"
"ACT12_M_119375","monocrotophos"
"ACT12_M_119400","naled"
"ACT12_M_119409","TEPP"
"ACT12_M_119411","tetrachlorvinphos"
"ACT12_M_119412","organothiophosphate acaricides"
"ACT12_M_119419","amidithion"
"ACT12_M_119424","amiton"
"ACT12_M_119428","azinphos-ethyl"
"ACT12_M_119431","azinphos-methyl"
"ACT12_M_119434","azothoate"
"ACT12_M_119435","benoxafos"
"ACT12_M_119437","bromophos"
"ACT12_M_119441","bromophos-ethyl"
"ACT12_M_119447","carbophenothion"
"ACT12_M_119448","chlorpyrifos"
"ACT12_M_119450","chlorthiophos"
"ACT12_M_119451","coumaphos"
"ACT12_M_119458","cyanthoate"
"ACT12_M_119459","demeton"
"ACT12_M_119468","demeton-O"
"ACT12_M_119470","demeton-S"
"ACT12_M_119471","demeton-methyl"
"ACT12_M_119528","demeton-O-methyl"
"ACT12_M_119646","demeton-S-methyl"
"ACT12_M_119676","demeton-S-methylsulphon"
"ACT12_M_119689","dialifos"
"ACT12_M_119690","diazinon"
"ACT12_M_119691","dimethoate"
"ACT12_M_119749","dioxathion"
"ACT12_M_119750","disulfoton"
"ACT12_M_119751","endothion"
"ACT12_M_119754","ethion"
"ACT12_M_119757","ethoate-methyl"
"ACT12_M_119779","formothion"
"ACT12_M_119780","malathion"
"ACT12_M_119788","mecarbam"
"ACT12_M_119789","methacrifos"
"ACT12_M_119792","omethoate"
"ACT12_M_119793","oxydeprofos"
"ACT12_M_119794","oxydisulfoton"
"ACT12_M_119795","parathion"
"ACT12_M_119809","phenkapton"
"ACT12_M_119823","phorate"
"ACT12_M_119839","phosalone"
"ACT12_M_119840","phosmet"
"ACT12_M_119846","phostin"
"ACT12_M_119848","phoxim"
"ACT12_M_119855","pirimiphos-methyl"
"ACT12_M_119856","prothidathion"
"ACT12_M_119860","prothoate"
"ACT12_M_119861","pyrimitate"
"ACT12_M_119890","quinalphos"
"ACT12_M_119893","quintiofos"
"ACT12_M_119902","sophamide"
"ACT12_M_119905","sulfotep"
"ACT12_M_119906","thiometon"
"ACT12_M_119945","triazophos"
"ACT12_M_119946","trifenofos"
"ACT12_M_119947","vamidothion"
"ACT12_M_119969","phosphonate acaricides"
"ACT12_M_119970","trichlorfon"
"ACT12_M_119971","phosphoramidothioate acaricides"
"ACT12_M_119972","isocarbophos"
"ACT12_M_119974","methamidophos"
"ACT12_M_119987","propetamphos"
"ACT12_M_119992","phosphorodiamide acaricides"
"ACT12_M_119993","dimefox"
"ACT12_M_119995","mipafox"
"ACT12_M_119996","schradan"
"ACT12_M_119997","organotin acaricides"
"ACT12_M_119999","azocyclotin"
"ACT12_M_120007","cyhexatin"
"ACT12_M_120011","fenbutatin oxide"
"ACT12_M_120012","phostin"
"ACT12_M_120014","phenylsulfamide acaricides"
"ACT12_M_120015","dichlofluanid"
"ACT12_M_120016","phthalimide acaricides"
"ACT12_M_120017","dialifos"
"ACT12_M_120018","phosmet"
"ACT12_M_120020","pyrazole acaricides"
"ACT12_M_120027","cyenopyrafen"
"ACT12_M_120029","cyetpyrafen"
"ACT12_M_120032","fenpyroximate"
"ACT12_M_120033","phenylpyrazole acaricides"
"ACT12_M_120034","acetoprole"
"ACT12_M_120035","fipronil"
"ACT12_M_120036","vaniliprole"
"ACT12_M_120037","pyrazolecarboxamide acaricides"
"ACT12_M_120165","pyflubumide"
"ACT12_M_120172","tebufenpyrad"
"ACT12_M_120173","pyrethroid acaricides"
"ACT12_M_120177","pyrethroid ester acaricides"
"ACT12_M_120178","acrinathrin"
"ACT12_M_120179","bifenthrin"
"ACT12_M_120181","brofluthrinate"
"ACT12_M_120182","cyhalothrin"
"ACT12_M_120183","cypermethrin"
"ACT12_M_120186","alpha-cypermethrin"
"ACT12_M_120189","fenpropathrin"
"ACT12_M_120233","fenvalerate"
"ACT12_M_120240","flucythrinate"
"ACT12_M_120246","flumethrin"
"ACT12_M_120254","fluvalinate"
"ACT12_M_120271","tau-fluvalinate"
"ACT12_M_120272","permethrin"
"ACT12_M_120296","pyrethroid ether acaricides"
"ACT12_M_120308","halfenprox"
"ACT12_M_120425","pyrimidinamine acaricides"
"ACT12_M_120459","pyrimidifen"
"ACT12_M_120460","pyrrole acaricides"
"ACT12_M_120478","chlorfenapyr"
"ACT12_M_120481","quaternary ammonium acaricides"
"ACT12_M_120483","sanguinarine"
"ACT12_M_120489","quinoxaline acaricides"
"ACT12_M_120523","chinomethionat"
"ACT12_M_120538","thioquinox"
"ACT12_M_120955","strobilurin acaricides"
"ACT12_M_120958","methoxyacrylate strobilurin acaricides"
"ACT12_M_120971","bifujunzhi"
"ACT12_M_120993","fluacrypyrim"
"ACT12_M_120996","flufenoxystrobin"
"ACT12_M_120999","pyriminostrobin"
"ACT12_M_121002","sulfite ester acaricides"
"ACT12_M_121004","aramite"
"ACT12_M_121005","propargite"
"ACT12_M_121009","tetronic acid acaricides"
"ACT12_M_121010","spirodiclofen"
"ACT12_M_121047","spiromesifen"
"ACT12_M_121048","tetrazine acaricides"
"ACT12_M_121051","clofentezine"
"ACT12_M_121055","diflovidazin"
"ACT12_M_121075","thiazolidine acaricides"
"ACT12_M_121103","flubenzimine"
"ACT12_M_121105","hexythiazox"
"ACT12_M_121111","thiocarbamate acaricides"
"ACT12_M_121112","fenothiocarb"
"ACT12_M_121121","thiourea acaricides"
"ACT12_M_121138","chloromethiuron"
"ACT12_M_121206","diafenthiuron"
"ACT12_M_121207","unclassified acaricides"
"ACT12_M_121209","acequinocyl"
"ACT12_M_121314","acynonapyr"
"ACT12_M_121346","amidoflumet"
"ACT12_M_121360","arsenous oxide"
"ACT12_M_121362","clenpirin"
"ACT12_M_121375","closantel"
"ACT12_M_121393","crotamiton"
"ACT12_M_121415","cycloprate"
"ACT12_M_121422","cymiazole"
"ACT12_M_121424","disulfiram"
"ACT12_M_121425","etoxazole"
"ACT12_M_121440","fenazaflor"
"ACT12_M_121444","fenazaquin"
"ACT12_M_121450","fluenetil"
"ACT12_M_121478","flupentiofenox"
"ACT12_M_121485","mesulfen"
"ACT12_M_121490","MNAF"
"ACT12_M_121498","nifluridide"
"ACT12_M_121499","nikkomycins"
"ACT12_M_121528","pyridaben"
"ACT12_M_121548","sulfiram"
"ACT12_M_121562","sulfluramid"
"ACT12_M_121639","sulfur"
"ACT12_M_121640","thuringiensin"
"ACT12_M_121892","triarathene"
"ACT12_M_121896","azobenzene"
"ACT12_M_121907","benzoximate"
"ACT12_M_121972","benzyl benzoate"
"ACT12_M_121983","bromopropylate"
"ACT12_M_121986","chlorbenside"
"ACT12_M_121988","chlorfenethol"
"ACT12_M_121992","chlorfenson"
"ACT12_M_122002","chlorfensulphide"
"ACT12_M_122005","chlorobenzilate"
"ACT12_M_122023","chloropropylate"
"ACT12_M_122034","cyflumetofen"
"ACT12_M_122036","DDT"
"ACT12_M_122101","dicofol"
"ACT12_M_122127","diphenyl sulfone"
"ACT12_M_122128","dofenapyn"
"ACT12_M_122129","fenson"
"ACT12_M_122135","fentrifanil"
"ACT12_M_122136","fluorbenside"
"ACT12_M_122137","genit"
"ACT12_M_122147","hexachlorophene"
"ACT12_M_122148","phenproxide"
"ACT12_M_122150","proclonol"
"ACT12_M_122153","tetradifon"
"ACT12_M_122154","tetrasul"
"ACT12_M_122166","oxime carbamate acaricides"
"ACT12_M_122171","aldicarb"
"ACT12_M_122172","butocarboxim"
"ACT12_M_122174","oxamyl"
"ACT12_M_122175","thiocarboxime"
"ACT12_M_122176","thiofanox"
"ACT12_M_122179","carbazate acaricides"
"ACT12_M_122180","bifenazate"
"ACT12_M_122184","dinitrophenol acaricides"
"ACT12_M_122187","binapacryl"
"ACT12_M_122190","dinex"
"ACT12_M_122199","dinobuton"
"ACT12_M_122200","dinocap"
"ACT12_M_122206","dinocap-4"
"ACT12_M_122221","dinocap-6"
"ACT12_M_122222","dinocton"
"ACT12_M_122231","dinopenton"
"ACT12_M_122277","dinosulfon"
"ACT12_M_122307","dinoterbon"
"ACT12_M_122308","DNOC"
"ACT12_M_122310","formamidine acaricides"
"ACT12_M_122311","amitraz"
"ACT12_M_122312","chlordimeform"
"ACT12_M_122322","chloromebuform"
"ACT12_M_122326","formetanate"
"ACT12_M_122329","formparanate"
"ACT12_M_122341","medimeform"
"ACT12_M_122345","semiamitraz"
"ACT12_M_122349","isoxazoline acaricides"
"ACT12_M_122351","afoxolaner"
"ACT12_M_122360","esafoxolaner"
"ACT12_M_122373","fluralaner"
"ACT12_M_122374","lotilaner"
